code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
7622300428860	https://world.openfoodfacts.org/product/7622300428860	rapiteanu	1569245839	1572773173	Milk & Cereals Wholegrains Cakes	belVita Milk & Cereals Wholegrains Cakes	50 g	Folie alimentara	folie-alimentara	belVita	belvita	Snacks,Sweet snacks,Biscuits and cakes,Biscuiti	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits											România		România	"cereale 68,9% [făină de grâu 48,9%, cereale integrale 20% (făină integrală de grâu 6,4% , crupe de ovăz 4,5%, fulgi de ovăz 3,1% , făină integrală de orz 2,9%, făină integrală de secară 2,1%, făină integrală de grâu spelt 1%)], zahăr, ulei de rapiță, agent de încărcare (polidextroză), agenți de afânare (carbonați de sodiu, carbonați de amoniu, difosfați), amestec de minerale (carbonat de calciu, carbonat de magneziu, fier elementar), lapte praf integral 0,9% (echivalent lapte 7,3%), emulsifanți (lecitină din soia, E472e), sare, aromă, lapte praf degresat, arome. Poate contine ou, semințe de susan și fructe cu coajă lemnoasă."	en:gluten	en:gluten	en:nuts,en:sesame-seeds	en:nuts,en:sesame-seeds	un biscuit 12.5 g	12.5		2	en:e1200,en:e472e	0			1		e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras	c	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:biscuits	https://static.openfoodfacts.org/images/products/762/230/042/8860/front_ro.4.400.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/front_ro.4.200.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/front_ro.4.400.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/front_ro.4.200.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/ingredients_ro.10.400.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/ingredients_ro.10.200.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/nutrition_ro.15.400.jpg	https://static.openfoodfacts.org/images/products/762/230/042/8860/nutrition_ro.15.200.jpg	1828		14	1.5																																			66	20							46		6.8	7.8				0.98	0.392																					0.325		0.005	0.165																				9	9							
6281016100616	https://world.openfoodfacts.org/product/6281016100616	openfoodfacts-contributors	1427473657	1572643071	tea biscuits		1			teashop	teashop															Romania																			unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/628/101/610/0616/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/628/101/610/0616/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/628/101/610/0616/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/628/101/610/0616/front_en.3.200.jpg																																																																																																															
5949096018054	https://world.openfoodfacts.org/product/5949096018054	brandprivat	1525530009	1570610024	"Turtă dulce"	"Comori naționale Turtă dulce"	100 g	Punga plastic	punga-plastic	Comori nationale	comori-nationale	Snacks,Sweet snacks,Biscuits and cakes,Gingerbreads	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:gingerbreads	Romania	romania	Romania	romania							Bucuresti,Romania		România	"făină albă de grâu, zahăr invertit, zahăr, grăsime vegetală nehidrogenată (de palmier), îndulcitor (sirop de sorbitol), emulsifiant (lecitină de soia), agenți de afânare (carbonat de amoniu, carbonați de sodiu), sare iodată, pudră de scorțisoară, pudră de cuișoare, stabilizator (difosfat disodic), colorant (dioxid de titan).  Produsul conține: _gluten_, lecitină din _soia_."	en:gluten,en:soybeans	en:gluten,en:soybeans						4	en:e171,en:e420,en:e420ii,en:e450,en:e450i,en:e503,en:e503i	0			0			d	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:gingerbreads	https://static.openfoodfacts.org/images/products/594/909/601/8054/front_ro.4.400.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/front_ro.4.200.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/front_ro.4.400.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/front_ro.4.200.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/ingredients_ro.7.400.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/ingredients_ro.7.200.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/nutrition_ro.10.400.jpg	https://static.openfoodfacts.org/images/products/594/909/601/8054/nutrition_ro.10.200.jpg	1559		3.4	1.4																																			78.6	32.8									2	6.8				0.4	0.16																																												11	11							
3237580171838	https://world.openfoodfacts.org/product/3237580171838	openfoodfacts-contributors	1481734934	1569247538	Pain d'épices	Pain d'épices tranché	470 g	Paquet	paquet	Produits blancs,Produits blancs Continental bakeries,Carrefour	produits-blancs,produits-blancs-continental-bakeries,carrefour	Snacks,Sweet snacks,Biscuits and cakes,Gingerbreads,Pryaniki	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:gingerbreads,en:pryaniki												Carrefour	France,Poland,Romania	"Sirop de glucose-fructose, farine de seigle, eau, sucre caramélisé, poudres à lever: carbonates de sodium - diphosphates, sucre, sel, huile de colza, arôme, conservateur: acide sorbique; épices (cannelle, clou de girofle, muscade, gingembre, coriandre, quatre-épices, macis, cardamone), farine de blé malté.  Peut contenir des traces de lait et de fruits à coque."	en:gluten	en:gluten	en:milk,en:nuts	en:milk,en:nuts				3	en:e200,en:e450,en:e500	0			0			c	4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:pryaniki	https://static.openfoodfacts.org/images/products/323/758/017/1838/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/323/758/017/1838/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/323/758/017/1838/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/323/758/017/1838/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/323/758/017/1838/ingredients_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/323/758/017/1838/ingredients_fr.13.200.jpg			1249		0.9	0.1																																			67	39									3.6	2.8				0.65	0.26																																												10	10							
6425682000638	https://world.openfoodfacts.org/product/6425682000638	openfoodfacts-contributors	1470225774	1568387587	"Biscuiți vegani cu coacăze și trandafiri"	"Biscuiți"	150g			Ambrozia	ambrozia	"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,ro:biscuiți"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,ro:biscuiți"													Romania	"must din struguri, făină integrală de _grâu_, coacăze negre dezhidratate (10%), ulei de cocos, nucă, apă de trandafiri (1%), petale de trandafiri (1%), sare de mare fără adaos de iod"	grâu	en:gluten	en:gluten,en:nuts,en:soybeans	en:gluten,en:nuts,en:soybeans				0		0			0			c		Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	"ro:biscuiți"	https://static.openfoodfacts.org/images/products/642/568/200/0638/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/ingredients_en.19.400.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/ingredients_en.19.200.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/nutrition_en.21.400.jpg	https://static.openfoodfacts.org/images/products/642/568/200/0638/nutrition_en.21.200.jpg	1325		16	5.6																																			33.6	5.9									4.9	6.9				0.7	0.28																																												7	7							
4009176454958	https://world.openfoodfacts.org/product/4009176454958	bern98	1462363368	1562092096	Sprits	Biscuits sablés	400 g	Carton	carton	Continental Bakeries,Carrefour	continental-bakeries,carrefour	Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies												Magasins U,Carrefour	"Franța,Polonia,România,Elveția"	"Farine de blé, huile de palme, sucre, amidon de blé, sel, poudre à lever : carbonates d'ammonium, arôme, oeufs en poudre. Peut contenir des traces de fruits à coque, de soja et de lait."	en:eggs,en:gluten	en:eggs,en:gluten	en:milk,en:nuts,en:soybeans	en:milk,en:nuts,en:soybeans	22,2 g	22.2		1	en:e503	1		huile-de-palme	0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:shortbread-cookies	https://static.openfoodfacts.org/images/products/400/917/645/4958/front_en.14.400.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/front_en.14.200.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/front_en.14.400.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/front_en.14.200.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/ingredients_en.22.400.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/ingredients_en.22.200.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/400/917/645/4958/nutrition_fr.11.200.jpg	2229		30.8	16.4																																			58.3	22.3									1.7	5				0.63	0.252																																												21	21							
4840266004895	https://world.openfoodfacts.org/product/4840266004895	lucaa	1559298425	1559298878	fit & form		95g			Nefis	nefis	Dry biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:dry-biscuits													en:Romania	"faina de gru cl, fainӑ de gru integrala, tarite de griu (min.10%), grasimi vegetale (рalmier), crupe de griu, faina de secara, еxtracf de malt, sirop invertit, emulsifianti (lecitine (soia), esteri ai acidului tartirc cu mono-si digliceridele aсzilor grasi), agenti de ainare (carbonati de amoniu, carbonati de sodiu), sare alimentara iodata, acidifiant acid citric, agent de tratare a faini metabisulfit de sodiu"		en:soybeans	en:gluten,en:eggs,en:milk,en:nuts,en:sesame-seeds,en:soybeans,en:sulphur-dioxide-and-sulphites	en:eggs,en:gluten,en:milk,en:nuts,en:sesame-seeds,en:soybeans,en:sulphur-dioxide-and-sulphites				1	en:e322	0			0			c		Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dry-biscuits	https://static.openfoodfacts.org/images/products/484/026/600/4895/front_en.17.400.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/front_en.17.200.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/front_en.17.400.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/front_en.17.200.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/ingredients_en.11.400.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/ingredients_en.11.200.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/nutrition_en.14.400.jpg	https://static.openfoodfacts.org/images/products/484/026/600/4895/nutrition_en.14.200.jpg	1782		12.1	7.7																																			73.3	5									4.7	10.7				0.14	0.056																																												9	9							
3560070342464	https://world.openfoodfacts.org/product/3560070342464	openfoodfacts-contributors	1476799932	1558802958	Fourrés goût choco	Biscuits fourrage (33%) goût chocolat.	500 g	plastique	plastique	Produits Blancs,Carrefour	produits-blancs,carrefour	Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Filled biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:filled-biscuits			Pays-Bas	pays-bas	Green Dot,fr:Tidy man	en:green-dot,fr:tidy-man					France	Carrefour	France,Italy,Poland,Romania,Spain	"Farine de blé, sucre, graisses végétales (palme, palmiste), cacao maigre en poudre 4%, sirop de glucose, sel, poudre de lait écrémé, émulsifiant : lécithines (tournesol), poudre à lever : carbonates d'ammonium."	en:gluten,en:milk	en:gluten,en:milk			47,6 g	47.6		2	en:e322,en:e503	0			1		huile-vegetale	e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:filled-biscuits	https://static.openfoodfacts.org/images/products/356/007/034/2464/front_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/front_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/front_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/front_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/ingredients_fr.19.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/ingredients_fr.19.200.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2464/nutrition_fr.11.200.jpg	1891		14	7.5																																			74	34									2.3	5.7				0.48	0.192																																								4				19	19							
3560070342495	https://world.openfoodfacts.org/product/3560070342495	jacob80	1446026831	1558011785	Fourrés goût vanille	Biscuits fourrage (33%) goût vanille.	500 g	Plastique	plastique	Carrefour Discount, Carrefour	carrefour-discount,carrefour	Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits fourrés, Biscuits fourrés vanille	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:filled-biscuits,fr:biscuits-fourres-vanille			Continental Bakeries BV (Filiale NPM Capital) - Pieter Zeemanweg 17 - 3316 GZ Dordrecht,Hollande-Méridionale,Pays-Bas	continental-bakeries-bv-filiale-npm-capital-pieter-zeemanweg-17-3316-gz-dordrecht,hollande-meridionale,pays-bas	Point Vert, Eco-Emballages	en:green-dot,fr:eco-emballages					Villers Bocage 80260,France	Banque alimentaire,Carrefour	"Franța,Italia,Polonia,România,Spania"	"Farine de blé, sucre, graisses végétales (palme, palmiste), sirop de glucose, sel, poudre de lait écrémé, émuslifiant: lécithines (tournesol), poudre à lever: carbonates d'ammonium, arôme."	en:gluten,en:milk	en:gluten,en:milk			1 biscuit (environ 23,8 g)	23.8		2	en:e322,en:e503	0			1		huile-vegetale	e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:filled-biscuits	https://static.openfoodfacts.org/images/products/356/007/034/2495/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/nutrition_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/356/007/034/2495/nutrition_fr.13.200.jpg	1950		16	8.5															5.2	1.8																	0.1		76	37									1	4.7				0.42	0.168																																												21	21							
8410376015515	https://world.openfoodfacts.org/product/8410376015515	wist	1488501516	1552678084	Choco Digestive	Bolacha de trigo coberta com chocolate de leite	300 g	Plástico	plastico	Gullón,Diet Nature	gullon,diet-nature	Lanches comida, Lanches doces, Biscoitos e Bolos, Biscoitos	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits			Aguilar de Campoo,Palencia,España	aguilar-de-campoo,palencia,espana							Portugal,España	Jumbo	Francia,Alemania,Grecia,Italia,Portugal,Rumania,España,Reino Unido	Farinha integral de _trigo_ 45%, chocolate com _leite_ 24% (açúcar, manteiga de cacau, pasta de cacau, _leite_ em pó, soro de _leite_ em pó, emulsionante: lecitina de soja, aromas), gordura vegetal (palma), açúcar, xarope de glicose e frutose, levedantes químicos: bicarbonatos de sódio e amónio, ácido tartárico e sal.	en:gluten,en:milk	en:gluten,en:milk	en:nuts	en:nuts				1	en:e322	0			0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:biscuits	https://static.openfoodfacts.org/images/products/841/037/601/5515/front_pt.8.400.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/front_pt.8.200.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/front_pt.8.400.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/front_pt.8.200.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/ingredients_pt.9.400.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/ingredients_pt.9.200.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/nutrition_pt.10.400.jpg	https://static.openfoodfacts.org/images/products/841/037/601/5515/nutrition_pt.10.200.jpg	2087		24	13																																			63	26										6				1.1	0.44																																												25	25							
3560070932429	https://world.openfoodfacts.org/product/3560070932429	openfoodfacts-contributors	1439371934	1550176223	Galettes	Biscuits au beurre.	125 g	plastique,papier	plastique,papier	Produits Blancs,Carrefour	produits-blancs,carrefour	Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Crêpes et galettes, Biscuits secs, Galettes	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:crepes-and-galettes,en:galettes,en:dry-biscuits							EMB 40001F	emb-40001f		aire-sur-l-adour-landes-france	France	Dia,Carrefour	"Franța,România,Spania"	"Farine de blé 65%, sucre, beurre concentré 14%, poudre de lait écrémé, sel, poudre à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, œufs en poudre, œufs. Peut contenir des traces de soja."	en:eggs,en:gluten,en:milk	en:eggs,en:gluten,en:milk	en:soybeans	en:soybeans	12,5g, 2 galettes	12.5		3	en:e450,en:e500,en:e503	0			0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:galettes	https://static.openfoodfacts.org/images/products/356/007/093/2429/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/ingredients_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/ingredients_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/nutrition_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/356/007/093/2429/nutrition_fr.10.200.jpg	1926		15	9.8																																			72	26									2.4	7.5				1.4	0.56																																												23	23							
5941512000704	https://world.openfoodfacts.org/product/5941512000704	tacite	1432988620	1541410077	Petit Beurre		100 g	Sachet,plastique	sachet,plastique	Romdil	romdil	Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Petits beurres	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,fr:petits-beurres			Roumanie	roumanie							France	Noz	France, Roumanie	"Farine de _blé_, sucre, matières grasses végétales non hydrogénées, _lait_ écrémé en poudre, _lactosérum_ en poudre, sirop inverti, arôme naturel identique (vanille), poudre à lever (bicarbonate de sodium E500, E503 bicarbonate d'ammonium, diphosphate acide de sodium E450), produit de conservation (E223 métabisulfite de sodium), émulsifiant (lécithine de _soja_ E322), sel."	en:gluten,en:milk,en:soybeans	en:gluten,en:milk,en:soybeans						5	en:e223,en:e322,en:e322i,en:e450,en:e450i,en:e500,en:e500ii,en:e503	0			1		huile-vegetale		4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	fr:petits-beurres	https://static.openfoodfacts.org/images/products/594/151/200/0704/front_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/front_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/front_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/front_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/nutrition_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/594/151/200/0704/nutrition_fr.8.200.jpg	1842.21		12.2																																				71.96											8.38																																																									
