code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
7622300538255	https://world.openfoodfacts.org/product/7622300538255	lucaa	1436336944	1539634563	BelVita Breakfast - Cereals, Honey and Nut	"Biscuiți"	300 g e	Carton,Plastique,Boîte	carton,plastique,boite	Mondelez,Belvita	mondelez,belvita	"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Biscuiți, Cereal biscuits"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,ro:biscuiți,ro:cereal-biscuits"					Green Dot	en:green-dot					Romania,Bucarest		"Franța, România"	"Cereale 61,9% [făină de _grâu_ (41.5%), cereale integrale 20.4% (fulgi de _ovăz_ (12.4%), făină integrală de _grâu_ (3.2%), făină integrală de _orz_ (2.6%), făină integrală de _grâu spelt_ (1.1%), făină integrală de _secară_ (1.1%)], zahăr, ulei de rapiță, bucățele de ciocolată (3.1%) [zahăr, masă de cacao, unt de cacao, emulsificator (lecitină din _soia E322)], _alune_ (2.5%), miere (2.1%), agenți de afânare (carbonați de sodiu, carbonați de amoniu), arome, minerale (carbonat de magneziu E504, fier elementar), sare, corector de aciditate (acid citric E330), emulsificator (lecitină din soia), vitamine [E, B1 (tiamina)]"	en:gluten,en:soybeans,fr:Alune	en:gluten,en:soybeans,fr:alune,ro:alune	en:eggs,en:milk,en:nuts	en:eggs,en:milk,en:nuts	50 g	50		0		0			0			c		Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	"ro:biscuiți"	https://static.openfoodfacts.org/images/products/762/230/053/8255/front_ro.3.400.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/front_ro.3.200.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/front_ro.3.400.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/front_ro.3.200.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/ingredients_ro.8.400.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/ingredients_ro.8.200.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/nutrition_ro.9.400.jpg	https://static.openfoodfacts.org/images/products/762/230/053/8255/nutrition_ro.9.200.jpg	1880		15.5	1.7																																			68	27									4.3	7.4				0.9	0.36					0.0036			0.00033															0.0042	0.112																				10	10							
5941300009100	https://world.openfoodfacts.org/product/5941300009100	brandprivat	1525590468	1527940091	Boromir Cozonac Prestige	Boromir Cozonac Prestige cu chipsuri de ciocolata, 650g,	650 g	Cutie carton	cutie-carton	Boromir	boromir	Snacks, Sweet snacks, Biscuits and cakes, Cakes, Chocolate cakes, Cozonac	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,ro:cozonac	Romania	romania	Romania	romania							Bucuresti,Romania		România	Umplutura cacao si ciocolata 40% (sirop de zahar invertit, pesmet, chipsuri ciocolata 13% (zahar, masa de cacao, unt de cacao, emulsifiant: lecitina de soia, arome), albus de ou, cacao 8%, apa, arome), faina alba de grau, drojdie naturala (faina alba de grau, apa), uleiuri vegetale (palmier, floarea soarelui, rapita), zahar, galbenus de ou, apa, unt, sirop de zahar invertit, lapte praf, emulsifianti: mono si digliceride ale acizilor grasi si lecitina de soia, drojdie, sare iodata, arome.			Nuca	ro:nuca				0		0			0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:chocolate-cakes	https://static.openfoodfacts.org/images/products/594/130/000/9100/front_ro.4.400.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/front_ro.4.200.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/front_ro.4.400.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/front_ro.4.200.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/ingredients_ro.7.400.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/ingredients_ro.7.200.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/nutrition_ro.10.400.jpg	https://static.openfoodfacts.org/images/products/594/130/000/9100/nutrition_ro.10.200.jpg	1596.7		16	7.3																																			47.8	23.5										11.3				0.7	0.28																																												19	19							
5941143022274	https://world.openfoodfacts.org/product/5941143022274	lucaa	1507058140	1522168715	Poieni	"Biscuiți cu glazură de ciocolată"	33g	Plastic	plastic	Poieni	poieni	"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Biscuiți cu ciocolată"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,ro:biscuiți-cu-ciocolată"											"Iași"	Auchan	România	"_făină albă de grâu 650_, glazură de cacao 28% [zahăr, uleiuri vegetale rafinate și nehidrogenate din sâmbure de palmier, cacao pudră cu conținut redus de grăsime (13%), emulsifiant (_lecitină din soia_), aromă naturală (vanilie)], zahăr, ulei vegetal nehidrogenat de palmier, apă, sirop de glucoză, agenți de afânare (bicarbonat de amoniu, bicarbonat de sodiu), _extract de malț (din _orz_), sare iodată, emulsifiant (_lecitină din soia_), acidifiant (acid citric), aromă"	"făină albă de grâu 650, lecitină din soia, orz, lecitină din soia"	"en:gluten,ro:făină-albă-de-grâu-650,ro:lecitină-din-soia"	"Lapte,Alune,Fructe cu coajă lemnoasă,Susan"	en:milk,en:nuts,ro:alune,ro:susan	33g	33		3	en:e330,en:e500,en:e500ii,en:e503,en:e503ii	0			0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:chocolate-biscuits	https://static.openfoodfacts.org/images/products/594/114/302/2274/front_ro.9.400.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/front_ro.9.200.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/front_ro.9.400.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/front_ro.9.200.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/ingredients_ro.11.400.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/ingredients_ro.11.200.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/nutrition_ro.12.400.jpg	https://static.openfoodfacts.org/images/products/594/114/302/2274/nutrition_ro.12.200.jpg	2042		21.43	14.06																																			65.29	30.3									3.6	6.21				0.56	0.224																																												21	21							
3127402679805	https://world.openfoodfacts.org/product/3127402679805	openfoodfacts-contributors	1497947043	1521922217	Bake Rolls Garlic		80 g	Sachet,plastique	sachet,plastique	7 Days	7-days	Snacks, Salty snacks, Appetizers, Crackers	en:snacks,en:salty-snacks,en:appetizers,en:crackers											Roumanie,Cluj-Napoca		"Franța, România"																			Salty snacks	Appetizers	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:crackers	https://static.openfoodfacts.org/images/products/312/740/267/9805/front_ro.3.400.jpg	https://static.openfoodfacts.org/images/products/312/740/267/9805/front_ro.3.200.jpg	https://static.openfoodfacts.org/images/products/312/740/267/9805/front_ro.3.400.jpg	https://static.openfoodfacts.org/images/products/312/740/267/9805/front_ro.3.200.jpg																																																																																																															
5941101001310	https://world.openfoodfacts.org/product/5941101001310	elizabest	1482225908	1482241375	DITA Biscuiti cu cereale 	"Biscuiți cu cereale"	150 g	Plastic bag	plastic-bag	RoStar	rostar	"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Biscuiți"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,ro:biscuiți"					Country brand	ro:country-brand					Romania	Mega Image	România	"Făină (albă de _grâu_ 30%, făină integrală de _grâu_ 30%, făină de _soia_ 2%), grăsime vegetală nehidrogenată (ulei de palmier), apă, fibră de _grâu_ 2%, agenți de afânare (carbonat de amoniu, carbonat de sodiu), sare iodată, emulsifiant (lecitină de soia), aromă. Conține zaharuri prezente în mod natural. Ambalat in atmosferă protectoare."	grâu, grâu, soia, grâu	en:gluten,en:soybeans						2	en:e500,en:e500i,en:e503,en:e503i	0			0			b	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	"ro:biscuiți"	https://static.openfoodfacts.org/images/products/594/110/100/1310/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/ingredients_en.9.400.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/ingredients_en.9.200.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/nutrition_en.13.400.jpg	https://static.openfoodfacts.org/images/products/594/110/100/1310/nutrition_en.13.200.jpg	1780.8		9.22	4.74																																			73	2.8									4	12				0.4	0.16																																												1	1							
4001450326647	https://world.openfoodfacts.org/product/4001450326647	sebleouf	1459702874	1471351289	Biscuits and wafers mix	"Mix de biscuiți și napolitane"				Clever	clever	"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Wafers, Biscuiți, Napolitane"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers,ro:biscuiți,ro:napolitane"													România	"făină de _grâu_, zahăr, uleiuri vegetale (palmier și nucă de cocos în proporții variabile), sirop de glucoză-fructoză, masă de cacao, dextroză, unt de cacao, sare, pudră de cacao fără grăsimi, agenți de afânare (cabonați de amoniu și carbonați de sodiu), produs din _zer_, pulpă de fructe (mere, coacăze roșii, prune, zmeură în proporții variabile), amidon din _grâu_, coji de lămâie, aromă, acidifiant: acid citric, proteine din _lapte_, emulsifiant: lecitină (_soia_), _lactoză_, corector de aciditate (citrați de potasiu și carbonați de sodiu), agent gelatinizant: pectine, suc concentrat din soc, agent de îngroșare: alginat de sodiu"	"grâu, zer, grâu, lapte, soia, lactoză"	en:gluten,en:milk,en:soybeans,ro:zer	"Arahide,Ouă,Alune"	en:eggs,en:peanuts,ro:alune				4	en:e322,en:e330,en:e401,en:e440,en:e440i	0			0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	ro:napolitane	https://static.openfoodfacts.org/images/products/400/145/032/6647/front_ro.10.400.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/front_ro.10.200.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/front_ro.10.400.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/front_ro.10.200.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/ingredients_ro.11.400.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/ingredients_ro.11.200.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/nutrition_ro.12.400.jpg	https://static.openfoodfacts.org/images/products/400/145/032/6647/nutrition_ro.12.200.jpg	2060		23	12																																			64	25										6				0.53	0.212																																												23	23							
9008684000461	https://world.openfoodfacts.org/product/9008684000461	sebleouf	1459024832	1471350879	Butter biscuits with Milk Chocolate	"Biscuiți cu ciocolată"	125g			Billa	billa	"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Biscuiți"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,ro:biscuiți"													România	"Zahăr, _făină de grâu (gluten)_, unt de cacao 12%, masă de cacao 11%, _lapte praf degresat_, _unt_ 4%, _lactoză_, sirop de glucoză, _unt concentrat_ 3%, _agenți de afânare_ (bicarbonat de sodiu, bicarbonat de amoniu), emulgator (_lecitine din soia E322_), _lapte praf integral_, _zer dulce sub formă de pulbere_, sare, agenți acidifianți (acid citric E330), sirop de glucoză caramelizat"	"lapte praf degresat, unt, lactoză, unt concentrat, agenți de afânare, lecitine din soia E322, lapte praf integral, zer dulce sub formă de pulbere"	"en:milk,ro:agenți-de-afânare,ro:lapte-praf-degresat,ro:lapte-praf-integral,ro:lecitine-din-soia-e322,ro:unt,ro:unt-concentrat,ro:zer-dulce-sub-formă-de-pulbere"	"Fructe cu coajă lemnoasă"	en:gluten,en:nuts				2	en:e500,en:e500ii,en:e503,en:e503ii	0			0			e	4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	"ro:biscuiți"	https://static.openfoodfacts.org/images/products/900/868/400/0461/front_ro.9.400.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/front_ro.9.200.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/front_ro.9.400.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/front_ro.9.200.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/ingredients_ro.10.400.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/ingredients_ro.10.200.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/nutrition_ro.15.400.jpg	https://static.openfoodfacts.org/images/products/900/868/400/0461/nutrition_ro.15.200.jpg	2139		26	16																																			61	39									2.6	7				0.38	0.152																																												23	23							
2000000028573	https://world.openfoodfacts.org/product/2000000028573	beniben	1457525036	1470321325	Happy Hippo Cacao	Biscuit fourré au chocolat	20,7g	Plastique	plastique	Kinder,Ferrero	kinder,ferrero	"Snacks, Snacks sucrés, Confiseries, Biscuits et gâteaux, Biscuits, Biscuiți"	"en:snacks,en:sweet-snacks,en:confectioneries,en:biscuits-and-cakes,en:biscuits,fr:biscuiți"											Cluj-Napoca,Roumanie		Hongrie, Roumanie, Royaume-Uni	Sucre, graisses végétales (palme, karité), farine de blé, poudre de lait entier (7,5%), poudre de cacao dégraissé (5%) , lait écrémé en poudre (4,5%), noisettes , poudre de lactosérum (lait), chocolat (sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines (soja), vanilline), amidon de blé, huile de tournesol, émulsifiant : lécithines (soja), protéines de lactosérum (lait), agents levants (bicarbonate d'ammonium, bicarbonate de sodium, carbonate d'ammonium), sel, vanilline.		en:gluten,en:milk,en:nuts,en:soybeans			20,7g	20.7		4	en:e322,en:e500,en:e500ii,en:e503,en:e503i	0			1		huile-vegetale	e	4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:biscuits	https://static.openfoodfacts.org/images/products/200/000/002/8573/front_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/200/000/002/8573/front_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/200/000/002/8573/front_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/200/000/002/8573/front_fr.7.200.jpg			https://static.openfoodfacts.org/images/products/200/000/002/8573/nutrition_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/200/000/002/8573/nutrition_fr.8.200.jpg	2464		38.6	17.6																																			53.6	45.1										6.7				0.26	0.104																																												28	28							
7622210198518	https://world.openfoodfacts.org/product/7622210198518	tacite	1432988478	1470321267	Yogurt Crunch Creamy Live Yogurt		253 g	Carton	carton	BelVita,BelVita Breakfast	belvita,belvita-breakfast	"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuiți"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,fr:biscuiți"					Végétarien	en:vegetarian							France, Roumanie	"Céréales 52.5% (farine de _blé_ 31%, céréales complètes 21.5%), farine complète de _blé_ 12%, copeaux d'avoine 4.3%, farine complète d'_orge_ 1.9%, copeaux de blé complet de sarrasin 1.3%, farine de seigle 1%, farine complète d'épeautre 1%, sucre, graisses et acides végétaux, sucre glace (amidon de maïs), amidon de blé, _yaourt_ en poudre 3% (équivalent à 20% de yaourt), poudre de cacao dégraissée 1.9%, levain (carbonate acide d'ammonium, diphosphate disodique, carbonate acide d'ammonium), minéraux (carbonate de magnesium, carbonate de calcium, fer élémentaire), sel, émulsifiants (lécithine de _soja_, E472e, arômes), correcteur d'acidité (acide citrique), lactose, vitamines E et B1, thiamine."	blé, blé, orge, yaourt, soja	en:gluten,en:milk,en:soybeans	"Ouă,Fructe cu coajă lemnoasă"	"fr:fructe-cu-coajă-lemnoasă,fr:ouă"	25,3 g	25.3		5	en:e322,en:e322i,en:e330,en:e450,en:e450i,en:e472e,en:e503,en:e503ii	0			1		e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras	d	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:biscuits	https://static.openfoodfacts.org/images/products/762/221/019/8518/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/762/221/019/8518/nutrition_fr.9.200.jpg	1872		15	5																																			68	27.5									4.4	7.4				0.6	0.24					0.0036			0.00033													0.24		0.0042	0.112																				13	13							
5941035000984	https://world.openfoodfacts.org/product/5941035000984	adrian-fita	1422300373	1470226675	"Biscuiții casei"	"Biscuiți cu vanilie glazuraţi"	200g	Plastic	plastic	alka	alka	"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Biscuiți"	"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,ro:biscuiți"											Cluj-Napoca,Cluj,România,Romania	Oncos	România	"făină albă de grâu, zahăr, grăsime vegetală hidrogenată, cacao pudră, lapte praf integral, lapte praf degresat, agenți de afânare: bicarbonat de amoniu și bicarbonat de sodiu; sare iodată, emulsificator: lecitină din soia; regulator de aciditate: acid citric; arome, pudră de vanilie deshidratată (0.01%).    Substanță uscată de cacao: min. 10% în glazură.    Conține: gluten, lactoză, soia."				en:milk,en:soybeans				3	en:e330,en:e500,en:e500ii,en:e503,en:e503ii	0			0				4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	"ro:biscuiți"	https://static.openfoodfacts.org/images/products/594/103/500/0984/front_ro.5.400.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/front_ro.5.200.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/front_ro.5.400.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/front_ro.5.200.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/ingredients_ro.9.400.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/ingredients_ro.9.200.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/nutrition_ro.11.400.jpg	https://static.openfoodfacts.org/images/products/594/103/500/0984/nutrition_ro.11.200.jpg	2151		25.1																																				63.5											8.5																																																									
5941300007137	https://world.openfoodfacts.org/product/5941300007137	beniben	1466596450	1466614178	Tortulet de Biscuiti cu Stafide	Biscuit fourré au raisin	50 g	Plastique,Sachet	plastique,sachet	Boromir,Fabrica de Amandina	boromir,fabrica-de-amandina	Epicerie, Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés	en:groceries,en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies			Roumanie,Râmnicu Vâlcea	roumanie,ramnicu-valcea							Cluj-Napoca,Roumanie		Roumanie	"Biscuits 65% [farine de blé, graisse végétale de palme non hydrogénée, sucre, glucose liquide, poudre à lever: bicarbonate de sodium, bicarbonate d'ammonium, sel iodé, arômes, conservateurs: métabisulfite de sodium , acidifiant: acide citrique], raisins secs 6,5%, sucre, œufs, farine de blé, huiles végétales [palme, tournesol, colza], huile végétale de palme partiellement hydrogénée, sirop de glucose, eau, dextrose, chocolat, lait en poudre, rhum, cacao dégraissé, sirop de sucre inverti, émulsifiant : lécithine de soja, stabilisants : pectine, alginate de sodium, émulsifiant [eau, mono et diglycérides distillés d'acides gras, propylène glycol, esters de propylène glycol], levure chimique (acide pyrophosphate de sodium, bicarbonate de sodium, amidon de maïs), alcool, arômes, conservateur : sorbate de potassium."		en:eggs,en:gluten	"Gluten,Fruits à coque"	en:gluten,en:nuts	50 g	50		9	en:e1520,en:e202,en:e223,en:e322,en:e322i,en:e330,en:e401,en:e440,en:e440i,en:e500,en:e500ii,en:e503	1		huile-de-palme	0				4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:shortbread-cookies	https://static.openfoodfacts.org/images/products/594/130/000/7137/front_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/594/130/000/7137/front_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/594/130/000/7137/front_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/594/130/000/7137/front_fr.7.200.jpg																																																																																																															
